@relation movie_sentiment_analysis_small

@attribute PhraseId numeric
@attribute SentenceId numeric
@attribute Phrase string
@attribute Sentiment {0, 1, 2, 3, 4}
@attribute Sentiment_Description {'somewhat positive','somewhat negative',neutral,negativ,positive}

@data
51038,2512,'is not subtle',2,neutral
10187,427,'then again',2,neutral
87949,4567,'a recreation to resonate',2,neutral
117171,6251,', tender hug',3,'somewhat positive'
37099,1758,'more to think about after the final frame',3,'somewhat positive'
58638,2954,Hades,2,neutral
92442,4813,'teen pop kitten Britney Spears',2,neutral
147453,8023,', nothing could be more appropriate',2,neutral
93054,4848,'ve reeked of a been-there , done-that sameness',1,'somewhat negative'
154714,8461,'watch --',2,neutral
142477,7733,'An extraordinarily silly thriller',2,neutral
46296,2252,'unfolding a coherent , believable story',2,neutral
145879,7931,', Haneke s portrait of an upper class Austrian society and the suppression of its tucked away',2,neutral
2818,108,'only way',2,neutral
115450,6151,'feels homogenized and a bit contrived',1,'somewhat negative'
98928,5188,'performances and direction',2,neutral
41200,1975,'succeeds with its dark , delicate treatment of these characters and its unerring respect for them .',3,'somewhat positive'
32629,1529,'nonstop hoot',4,positive
59916,3023,seduces,2,neutral
111864,5938,'Underachieves only',1,'somewhat negative'
96048,5017,'Fabian Bielinsky',2,neutral
118824,6351,'Most thrillers send audiences out talking about specific scary scenes or startling moments ; `` Frailty  leaves us with the terrifying message that the real horror may be waiting for us at home .',3,'somewhat positive'
8506,352,'its longevity gets more inexplicable as the characterizations turn more crassly reductive',1,'somewhat negative'
20062,890,'a standard-issue crime drama',2,neutral
49780,2441,'then this first film to use a watercolor background since `` Dumbo ',2,neutral
105483,5570,'make one spectacularly ugly-looking broad',1,'somewhat negative'
18945,832,'is what has happened already to so many silent movies , newsreels and the like .',2,neutral
102032,5371,'Whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama is nt much of a mystery , unfortunately .',2,neutral
17307,752,'The movie is loaded with good intentions ,',2,neutral
99472,5215,'s guilty fun to be had here .',3,'somewhat positive'
93840,4895,'faults are easy to forgive because the intentions are lofty',3,'somewhat positive'
123305,6618,'well-written and occasionally challenging social drama',4,positive
97688,5114,'the most original American productions',3,'somewhat positive'
105206,5555,'Morph , a cute alien creature who mimics everyone and everything around',2,neutral
143391,7782,'drug scene',2,neutral
72421,3701,'in entertaining',3,'somewhat positive'
36246,1713,'telegraphed so far in advance',2,neutral
56756,2853,'Assured , vital and',3,'somewhat positive'
59343,2993,'wo nt drop your jaw',2,neutral
144814,7861,'pretends to be passionate and truthful',1,'somewhat negative'
99931,5242,'especially well-executed',4,positive
43813,2124,'a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This  -LRB- 1999 -RRB- and ` Analyze That ,  promised -LRB- or threatened -RRB- for later this year',2,neutral
22164,994,hoary,1,'somewhat negative'
49174,2403,'the preachy Circuit turns out to be',2,neutral
67094,3405,'no more racist portraits of Indians',2,neutral
134035,7234,'a screenplay more',2,neutral
105299,5559,'new script',2,neutral
75468,3869,Canadian,2,neutral
61234,3095,'your cup',2,neutral
5095,198,private,2,neutral
134799,7276,'all before in one form or another',2,neutral
113424,6027,salaciously,2,neutral
28504,1318,'some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time',3,'somewhat positive'
148581,8084,'German-Expressionist ,  according to the press notes',2,neutral
48862,2385,'taste and attitude',2,neutral
74762,3833,'some viewers will not be able to stomach so much tongue-in-cheek weirdness',2,neutral
145223,7891,'the integrity of DeVito s misanthropic vision',2,neutral
137819,7457,'Le Besco',2,neutral
80044,4124,decadent,2,neutral
49535,2426,'One of the best silly horror movies of recent memory',3,'somewhat positive'
135121,7294,'Lucy s most obvious differences',2,neutral
14644,631,'to tender inspirational tidings',2,neutral
25493,1166,'manipulative yet needy Margot',2,neutral
110903,5877,'more celluloid testimonial',2,neutral
84695,4382,'as with The Shipping News before it , an attempt is made to transplant a Hollywood star into Newfoundland s wild soil -- and',2,neutral
73986,3784,'encourage young and old alike to go see this unique and entertaining twist on the classic whale s tale',4,positive
143964,7814,'never lets you off the hook .',3,'somewhat positive'
40002,1914,'dark and',2,neutral
93075,4850,'I m sure the filmmakers found this a remarkable and novel concept , but',2,neutral
46185,2248,'seen whether Statham can move beyond the crime-land action genre , but',2,neutral
133168,7182,'Piercingly affecting ...',3,'somewhat positive'
125932,6765,'train wreck',1,'somewhat negative'
83160,4293,thankfully,2,neutral
140937,7643,'the interviews that follow , with the practitioners of this ancient Indian practice ,',2,neutral
78821,4056,'mind and spirit',3,'somewhat positive'
73506,3757,'casts its spooky net out into the Atlantic Ocean and',2,neutral
93035,4847,'glitzy but extremely silly piece',1,'somewhat negative'
148681,8089,'the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss .',3,'somewhat positive'
100263,5260,'the long build-up of expository material',2,neutral
123963,6655,'a whole lot of fun',4,positive
90671,4720,'s sharply comic and surprisingly touching , so hold the gong',3,'somewhat positive'
93845,4895,'because the intentions are lofty',2,neutral
83213,4297,conceive,2,neutral
44481,2156,'A uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .',3,'somewhat positive'
28363,1310,Ya-Yas,2,neutral
92081,4793,'It has the right approach and the right opening premise , but',2,neutral
42878,2071,'the daily',2,neutral
127483,6857,'means sometimes to be inside looking out , and at other times outside looking in',2,neutral
145184,7889,'The first Bond movie in ages that is nt fake fun',3,'somewhat positive'
135950,7343,'farts , urine , feces , semen',0,negativ
155193,8496,'a provocateur',3,'somewhat positive'
34557,1624,'humor and humanity',4,positive
21425,958,'entertaining , if ultimately minor , thriller',3,'somewhat positive'
83677,4326,'Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .',3,'somewhat positive'
110039,5827,'definitely gives you something to chew on',3,'somewhat positive'
57346,2890,'almost saves the movie .',1,'somewhat negative'
135942,7343,'about being subjected to farts , urine , feces , semen , or any of the other foul substances',1,'somewhat negative'
136367,7373,'in a poorly',1,'somewhat negative'
7053,283,'I was sent a copyof this film to review on DVD .',2,neutral
139978,7595,'Katz s',2,neutral
147319,8016,'Dogme 95 filmmaking',2,neutral
96628,5047,'appeal to those without much interest in the Elizabethans -LRB- as well as rank frustration from those in the know about Rubbo s dumbed-down tactics -RRB-',1,'somewhat negative'
42196,2031,'musty memories',2,neutral
110994,5881,'populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .',0,negativ
149094,8112,instilled,2,neutral
101804,5358,'superficial and unrealized',1,'somewhat negative'
46723,2274,'Delivers more than its fair share of saucy hilarity .',3,'somewhat positive'
143432,7784,'as hip',2,neutral
22522,1019,'The characters ,',2,neutral
1110,41,'some freakish powers of visual charm',2,neutral
48474,2368,'prove to be too great',2,neutral
124078,6662,'The biggest problem I have',1,'somewhat negative'
91767,4776,', The Tuxedo does nt add up to a whole lot .',1,'somewhat negative'
48529,2371,'as in the film s verbal pokes at everything from the likes of Miramax chief',2,neutral
22333,1006,'of run-of-the-mill raunchy humor and seemingly sincere personal reflection',2,neutral
94394,4926,tendency,3,'somewhat positive'
102602,5401,'in the audience or the film',2,neutral
3142,118,', seamless and sumptuous stream',3,'somewhat positive'
74609,3826,'of the camera work',2,neutral
65039,3291,'notable largely for its overwhelming creepiness , for an eagerness',3,'somewhat positive'
11011,470,'Brings awareness to an issue often overlooked --',3,'somewhat positive'
2272,86,Ed,2,neutral
133258,7189,'the most unexpected material',2,neutral
113807,6049,encyclopedia,2,neutral
37660,1790,'special you d bother watching past the second commercial break',2,neutral
82146,4238,'want to live their lives',2,neutral
48572,2372,'does nt come close to the level of intelligence and visual splendour that can be seen in other films',0,negativ
24360,1107,'earth mother',2,neutral
150804,8219,'This is a movie full of grace and',4,positive
133680,7211,'muscles and',2,neutral
99645,5227,profiling,2,neutral
134995,7286,'Disney s rendering',2,neutral
87371,4531,'a child s interest',2,neutral
8509,352,'gets more inexplicable as the characterizations turn more crassly reductive',2,neutral
124840,6708,'Payne has created a beautiful canvas',4,positive
90267,4699,'s very Beavis and Butthead , yet always seems to elicit a chuckle',3,'somewhat positive'
142334,7722,'offers plenty of glimpses at existing photos',2,neutral
74051,3788,'the pretension associated with the term',2,neutral
79766,4108,'Explosions , jokes , and',2,neutral
134461,7253,'have a tendency to slip into hokum',1,'somewhat negative'
128586,6916,'12th Oscar nomination',4,positive
23328,1058,'Do nt hate El Crimen del Padre Amaro because it s anti-Catholic',2,neutral
137847,7459,'passes through the word processor',2,neutral
151005,8231,'tried as a war criminal',1,'somewhat negative'
55566,2774,'old movies',2,neutral
37527,1784,'As an introduction to the man s theories and influence , Derrida is all but useless ;',1,'somewhat negative'
146282,7953,'bowling you',2,neutral
119483,6388,'tiny camera enables Shafer to navigate spaces both large ... and small ... with considerable aplomb',3,'somewhat positive'
125583,6746,'feel like the longest 90 minutes of your movie-going life',0,negativ
1604,59,'otherwise tender movements',2,neutral
27489,1263,'in its recycled aspects , implausibility , and sags in pace',0,negativ
92634,4826,'unblinkingly pure',3,'somewhat positive'
114077,6065,'happy music',3,'somewhat positive'
97294,5087,'a series of tales',2,neutral
37793,1797,'the emphasis',2,neutral
64792,3281,'this may sound',2,neutral
36156,1707,'of those films',2,neutral
152851,8342,'The Sweetest Thing , a romantic comedy with outrageous tendencies',4,positive
96494,5041,'pay a considerable ransom',2,neutral
148056,8058,'is Wang s pacing that none of the excellent cast are given air to breathe .',2,neutral
33895,1591,Gentlemen,3,'somewhat positive'
